"country","year","total_survey_children","total_male","total_female","age_range","median_age","age_iqr","vaccine","total_children_intro","prop_children_intro","total_w_data","prop_w_data","total_1ye_buff_intro","prop_1ye_buff_intro","total_2ye_buff_intro","prop_2ye_buff_intro","total_unvax1","prop_unvax1","total_vax1","prop_vax1","total_vax_date_data1","prop_vax_date1","total_unvax2","prop_unvax2","total_vax2","prop_vax2","total_vax_date_data2","prop_vax_date2"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","BCG","13619","100","8538","62.69","5602","65.61","2770","32.44","1777","31.72","3825","68.28","1823","47.66","922","33.29","1848","66.71","750","40.58"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","DTP-D1","13619","100","8470","62.19","5317","62.77","2516","29.7","1934","36.37","3383","63.63","1706","50.43","951","37.8","1565","62.2","675","43.13"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","DTP-D2","13619","100","8470","62.19","5317","62.77","2516","29.7","2820","53.04","2497","46.96","1506","60.31","1409","56","1107","44","597","53.93"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","DTP-D3","13619","100","8470","62.19","5317","62.77","2516","29.7","3397","63.89","1920","36.11","1316","68.54","1682","66.85","834","33.15","530","63.55"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","HepB-BD","6773","49.73","8501","125.51","5568","65.5","2747","32.31","3231","58.03","2337","41.97","413","17.67","1540","56.06","1207","43.94","194","16.07"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","HepB-D1","13619","100","8470","62.19","5317","62.77","2516","29.7","1934","36.37","3383","63.63","1706","50.43","951","37.8","1565","62.2","675","43.13"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","HepB-D2","13619","100","8470","62.19","5317","62.77","2516","29.7","2820","53.04","2497","46.96","1506","60.31","1409","56","1107","44","597","53.93"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","HepB-D3","13619","100","8470","62.19","5317","62.77","2516","29.7","3397","63.89","1920","36.11","1316","68.54","1682","66.85","834","33.15","530","63.55"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","Hib-D1","13619","100","8470","62.19","5317","62.77","2516","29.7","1934","36.37","3383","63.63","1706","50.43","951","37.8","1565","62.2","675","43.13"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","Hib-D2","13619","100","8470","62.19","5317","62.77","2516","29.7","2820","53.04","2497","46.96","1506","60.31","1409","56","1107","44","597","53.93"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","Hib-D3","13619","100","8470","62.19","5317","62.77","2516","29.7","3397","63.89","1920","36.11","1316","68.54","1682","66.85","834","33.15","530","63.55"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","IPV-D1","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","IPV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","MCV-D1","13619","100","8474","62.22","5075","59.89","2297","27.11","2365","46.6","2710","53.4","1133","41.81","1061","46.19","1236","53.81","457","36.97"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","MCV-D2","6773","49.73","8474","125.11","5075","59.89","2297","27.11","3902","76.89","1173","23.11","432","36.83","1767","76.93","530","23.07","163","30.75"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","OPV-BD","13619","100","8548","62.77","5608","65.61","2772","32.43","2245","40.03","3363","59.97","1797","53.43","1166","42.06","1606","57.94","747","46.51"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","OPV-D1","13619","100","8548","62.77","5373","62.86","2543","29.75","2105","39.18","3268","60.82","1735","53.09","1077","42.35","1466","57.65","674","45.98"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","OPV-D2","13619","100","8548","62.77","5373","62.86","2543","29.75","2692","50.1","2681","49.9","1536","57.29","1350","53.09","1193","46.91","603","50.54"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","OPV-D3","13619","100","8548","62.77","5373","62.86","2543","29.75","3356","62.46","2017","37.54","1349","66.88","1652","64.96","891","35.04","540","60.61"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","PCV-D1","13619","100","8408","61.74","5264","62.61","2481","29.51","2561","48.65","2703","51.35","1232","45.58","1306","52.64","1175","47.36","398","33.87"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","PCV-D2","13619","100","8408","61.74","5264","62.61","2481","29.51","3345","63.54","1919","36.46","1086","56.59","1692","68.2","789","31.8","362","45.88"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","PCV-D3","13619","100","8408","61.74","5264","62.61","2481","29.51","3843","73.01","1421","26.99","933","65.66","1915","77.19","566","22.81","328","57.95"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","RV-D1","13619","100","8371","61.47","5238","62.57","2462","29.41","3069","58.59","2169","41.41","703","32.41","1520","61.74","942","38.26","169","17.94"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","RV-D2","13619","100","8371","61.47","5238","62.57","2462","29.41","3665","69.97","1573","30.03","627","39.86","1810","73.52","652","26.48","154","23.62"
"Angola","2016","13619","6739","6880","(0, 61)","28","(13, 44)","RV-D3","13619","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","BCG","8402","100","7590","90.34","5863","77.25","4207","55.43","707","12.06","5156","87.94","2390","46.35","691","16.43","3516","83.57","1161","33.02"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","DTP-D1","8402","100","5115","60.88","3242","63.38","1724","33.7","53","1.63","3189","98.37","2283","71.59","27","1.57","1697","98.43","1163","68.53"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","DTP-D2","8402","100","5115","60.88","3242","63.38","1580","30.89","81","2.5","3161","97.5","2268","71.75","36","2.28","1544","97.72","1068","69.17"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","DTP-D3","8402","100","5115","60.88","3242","63.38","1580","30.89","133","4.1","3109","95.9","2243","72.15","63","3.99","1517","96.01","1051","69.28"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","HepB-BD","8402","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","HepB-D1","8402","100","5115","60.88","3242","63.38","1724","33.7","53","1.63","3189","98.37","2283","71.59","27","1.57","1697","98.43","1163","68.53"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","HepB-D2","8402","100","5115","60.88","3242","63.38","1580","30.89","81","2.5","3161","97.5","2268","71.75","36","2.28","1544","97.72","1068","69.17"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","HepB-D3","8402","100","5115","60.88","3242","63.38","1580","30.89","133","4.1","3109","95.9","2243","72.15","63","3.99","1517","96.01","1051","69.28"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","Hib-D1","8402","100","5115","60.88","3242","63.38","1724","33.7","53","1.63","3189","98.37","2283","71.59","27","1.57","1697","98.43","1163","68.53"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","Hib-D2","8402","100","5115","60.88","3242","63.38","1580","30.89","81","2.5","3161","97.5","2268","71.75","36","2.28","1544","97.72","1068","69.17"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","Hib-D3","8402","100","5115","60.88","3242","63.38","1580","30.89","133","4.1","3109","95.9","2243","72.15","63","3.99","1517","96.01","1051","69.28"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","IPV-D1","8402","100","5117","60.9","3244","63.4","1726","33.73","1583","48.8","1661","51.2","977","58.82","623","36.1","1103","63.9","716","64.91"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","IPV-D2","8402","100","5117","60.9","5117","100","5117","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","MCV-D1","8402","100","5108","60.8","3126","61.2","1409","27.58","251","8.03","2875","91.97","7","0.24","101","7.17","1308","92.83","3","0.23"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","MCV-D2","8402","100","5107","60.78","3116","61.01","1409","27.59","803","25.77","2313","74.23","1632","70.56","227","16.11","1182","83.89","815","68.95"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","OPV-BD","8402","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","OPV-D1","8402","100","5115","60.88","3243","63.4","1725","33.72","57","1.76","3186","98.24","2270","71.25","28","1.62","1697","98.38","1157","68.18"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","OPV-D2","8402","100","5113","60.85","3241","63.39","1581","30.92","98","3.02","3143","96.98","2255","71.75","43","2.72","1538","97.28","1063","69.12"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","OPV-D3","8402","100","5113","60.85","3241","63.39","1581","30.92","172","5.31","3069","94.69","2231","72.69","81","5.12","1500","94.88","1044","69.6"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","PCV-D1","8402","100","5108","60.8","3238","63.39","1721","33.69","107","3.3","3131","96.7","2218","70.84","67","3.89","1654","96.11","1109","67.05"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","PCV-D2","8402","100","5107","60.78","3237","63.38","1578","30.9","141","4.36","3096","95.64","2202","71.12","76","4.82","1502","95.18","1014","67.51"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","PCV-D3","8402","100","5107","60.78","3237","63.38","1578","30.9","239","7.38","2998","92.62","2129","71.01","118","7.48","1460","92.52","973","66.64"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","RV-D1","8402","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","RV-D2","8402","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Bangladesh","2018","8402","4373","4029","(0, 61)","29","(14, 46)","RV-D3","8402","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","BCG","12651","100","7789","61.57","4951","63.56","2434","31.25","671","13.55","4280","86.45","3181","74.32","355","14.59","2079","85.41","1468","70.61"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","DTP-D1","12651","100","7777","61.47","4748","61.05","2432","31.27","804","16.93","3944","83.07","2915","73.91","431","17.72","2001","82.28","1423","71.11"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","DTP-D2","12651","100","7777","61.47","4748","61.05","2237","28.76","1090","22.96","3658","77.04","2799","76.52","539","24.09","1698","75.91","1251","73.67"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","DTP-D3","12651","100","7777","61.47","4748","61.05","2237","28.76","1314","27.67","3434","72.33","2658","77.4","649","29.01","1588","70.99","1178","74.18"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","HepB-BD","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","HepB-D1","12651","100","7777","61.47","4748","61.05","2432","31.27","804","16.93","3944","83.07","2915","73.91","431","17.72","2001","82.28","1423","71.11"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","HepB-D2","12651","100","7777","61.47","4748","61.05","2237","28.76","1090","22.96","3658","77.04","2799","76.52","539","24.09","1698","75.91","1251","73.67"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","HepB-D3","12651","100","7777","61.47","4748","61.05","2237","28.76","1314","27.67","3434","72.33","2658","77.4","649","29.01","1588","70.99","1178","74.18"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","Hib-D1","12651","100","7777","61.47","4748","61.05","2432","31.27","804","16.93","3944","83.07","2915","73.91","431","17.72","2001","82.28","1423","71.11"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","Hib-D2","12651","100","7777","61.47","4748","61.05","2237","28.76","1090","22.96","3658","77.04","2799","76.52","539","24.09","1698","75.91","1251","73.67"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","Hib-D3","12651","100","7777","61.47","4748","61.05","2237","28.76","1314","27.67","3434","72.33","2658","77.4","649","29.01","1588","70.99","1178","74.18"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","IPV-D1","12651","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","IPV-D2","12651","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","MCV-D1","12651","100","7788","61.56","4539","58.28","2029","26.05","1433","31.57","3106","68.43","2222","71.54","664","32.73","1365","67.27","932","68.28"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","MCV-D2","12651","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","OPV-BD","12651","100","7788","61.56","4950","63.56","2433","31.24","776","15.68","4174","84.32","3150","75.47","420","17.26","2013","82.74","1452","72.13"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","OPV-D1","12651","100","7788","61.56","4753","61.03","2433","31.24","900","18.94","3853","81.06","2924","75.89","479","19.69","1954","80.31","1428","73.08"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","OPV-D2","12651","100","7794","61.61","4758","61.05","2239","28.73","1097","23.06","3661","76.94","2799","76.45","529","23.63","1710","76.37","1250","73.1"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","OPV-D3","12651","100","7788","61.56","4753","61.03","2237","28.72","1730","36.4","3023","63.6","2656","87.86","859","38.4","1378","61.6","1175","85.27"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","PCV-D1","12651","100","7774","61.45","4746","61.05","2430","31.26","947","19.95","3799","80.05","2787","73.36","515","21.19","1915","78.81","1350","70.5"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","PCV-D2","12651","100","7774","61.45","4746","61.05","2235","28.75","1213","25.56","3533","74.44","2674","75.69","604","27.02","1631","72.98","1187","72.78"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","PCV-D3","12651","100","7774","61.45","4746","61.05","2235","28.75","1430","30.13","3316","69.87","2542","76.66","710","31.77","1525","68.23","1120","73.44"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","RV-D1","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","RV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Benin","2018","12651","6383","6268","(0, 61)","28","(13, 46)","RV-D3","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","BCG","11853","100","6714","56.64","4416","65.77","2102","31.31","144","3.26","4272","96.74","3618","84.69","81","3.85","2021","96.15","1638","81.05"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","DTP-D1","11853","100","6680","56.36","4174","62.49","1884","28.2","218","5.22","3956","94.78","3353","84.76","120","6.37","1764","93.63","1429","81.01"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","DTP-D2","11853","100","6680","56.36","4174","62.49","1884","28.2","322","7.71","3852","92.29","3307","85.85","169","8.97","1715","91.03","1414","82.45"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","DTP-D3","11853","100","6680","56.36","4174","62.49","1884","28.2","457","10.95","3717","89.05","3228","86.84","217","11.52","1667","88.48","1384","83.02"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","HepB-BD","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","HepB-D1","11853","100","6680","56.36","4174","62.49","1884","28.2","218","5.22","3956","94.78","3353","84.76","120","6.37","1764","93.63","1429","81.01"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","HepB-D2","11853","100","6680","56.36","4174","62.49","1884","28.2","322","7.71","3852","92.29","3307","85.85","169","8.97","1715","91.03","1414","82.45"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","HepB-D3","11853","100","6680","56.36","4174","62.49","1884","28.2","457","10.95","3717","89.05","3228","86.84","217","11.52","1667","88.48","1384","83.02"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","Hib-D1","11853","100","6680","56.36","4174","62.49","1884","28.2","218","5.22","3956","94.78","3353","84.76","120","6.37","1764","93.63","1429","81.01"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","Hib-D2","11853","100","6680","56.36","4174","62.49","1884","28.2","322","7.71","3852","92.29","3307","85.85","169","8.97","1715","91.03","1414","82.45"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","Hib-D3","11853","100","6680","56.36","4174","62.49","1884","28.2","457","10.95","3717","89.05","3228","86.84","217","11.52","1667","88.48","1384","83.02"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","IPV-D1","11853","100","6649","56.1","4147","62.37","1868","28.09","1754","42.3","2393","57.7","1670","69.79","805","43.09","1063","56.91","673","63.31"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","IPV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","MCV-D1","11853","100","6646","56.07","3945","59.36","1704","25.64","485","12.29","3460","87.71","2944","85.09","192","11.27","1512","88.73","1231","81.42"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","MCV-D2","11853","100","6646","56.07","3945","59.36","1704","25.64","1581","40.08","2364","59.92","2020","85.45","558","32.75","1146","67.25","960","83.77"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","OPV-BD","11853","100","6712","56.63","4415","65.78","2102","31.32","310","7.02","4105","92.98","3465","84.41","160","7.61","1942","92.39","1577","81.2"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","OPV-D1","11853","100","6712","56.63","4193","62.47","1890","28.16","319","7.61","3874","92.39","3320","85.7","150","7.94","1740","92.06","1422","81.72"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","OPV-D2","11853","100","6712","56.63","4193","62.47","1890","28.16","448","10.68","3745","89.32","3274","87.42","213","11.27","1677","88.73","1405","83.78"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","OPV-D3","11853","100","6712","56.63","4193","62.47","1890","28.16","845","20.15","3348","79.85","3174","94.8","420","22.22","1470","77.78","1375","93.54"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","PCV-D1","11853","100","6669","56.26","4168","62.5","1875","28.12","507","12.16","3661","87.84","3011","82.25","234","12.48","1641","87.52","1287","78.43"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","PCV-D2","11853","100","6669","56.26","4168","62.5","1875","28.12","631","15.14","3537","84.86","2966","83.86","291","15.52","1584","84.48","1266","79.92"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","PCV-D3","11853","100","6669","56.26","3958","59.35","1705","25.57","699","17.66","3259","82.34","2773","85.09","305","17.89","1400","82.11","1148","82"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","RV-D1","11853","100","6667","56.25","4163","62.44","1873","28.09","584","14.03","3579","85.97","2942","82.2","290","15.48","1583","84.52","1236","78.08"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","RV-D2","11853","100","6667","56.25","4163","62.44","1873","28.09","704","16.91","3459","83.09","2890","83.55","337","17.99","1536","82.01","1222","79.56"
"Burkina Faso","2021","11853","5971","5882","(0, 61)","31","(15, 46)","RV-D3","11853","100","6667","56.25","4163","62.44","1873","28.09","881","21.16","3282","78.84","2776","84.58","417","22.26","1456","77.74","1170","80.36"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","BCG","12472","100","7623","61.12","5095","66.84","2451","32.15","99","1.94","4996","98.06","3534","70.74","41","1.67","2410","98.33","1443","59.88"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","DTP-D1","12472","100","7623","61.12","4851","63.64","2451","32.15","59","1.22","4792","98.78","3351","69.93","27","1.1","2424","98.9","1449","59.78"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","DTP-D2","12472","100","7623","61.12","4851","63.64","2264","29.7","72","1.48","4779","98.52","3336","69.81","38","1.68","2226","98.32","1322","59.39"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","DTP-D3","12472","100","7623","61.12","4851","63.64","2264","29.7","138","2.84","4713","97.16","3291","69.83","68","3","2196","97","1311","59.7"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","HepB-BD","12472","100","7620","61.1","7620","100","7620","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","HepB-D1","12472","100","7623","61.12","4851","63.64","2451","32.15","59","1.22","4792","98.78","3351","69.93","27","1.1","2424","98.9","1449","59.78"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","HepB-D2","12472","100","7623","61.12","4851","63.64","2264","29.7","72","1.48","4779","98.52","3336","69.81","38","1.68","2226","98.32","1322","59.39"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","HepB-D3","12472","100","7623","61.12","4851","63.64","2264","29.7","138","2.84","4713","97.16","3291","69.83","68","3","2196","97","1311","59.7"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","Hib-D1","12472","100","7623","61.12","4851","63.64","2451","32.15","59","1.22","4792","98.78","3351","69.93","27","1.1","2424","98.9","1449","59.78"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","Hib-D2","12472","100","7623","61.12","4851","63.64","2264","29.7","72","1.48","4779","98.52","3336","69.81","38","1.68","2226","98.32","1322","59.39"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","Hib-D3","12472","100","7623","61.12","4851","63.64","2264","29.7","138","2.84","4713","97.16","3291","69.83","68","3","2196","97","1311","59.7"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","IPV-D1","12472","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","IPV-D2","12472","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","MCV-D1","12472","100","7625","61.14","4634","60.77","2050","26.89","258","5.57","4376","94.43","2892","66.09","88","4.29","1962","95.71","1111","56.63"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","MCV-D2","12472","100","7625","61.14","4393","57.61","1858","24.37","1776","40.43","2617","59.57","1303","49.79","457","24.6","1401","75.4","616","43.97"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","OPV-BD","12472","100","7625","61.14","5096","66.83","2451","32.14","429","8.42","4667","91.58","3178","68.1","200","8.16","2251","91.84","1277","56.73"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","OPV-D1","12472","100","7625","61.14","4852","63.63","2451","32.14","95","1.96","4757","98.04","3337","70.15","47","1.92","2404","98.08","1437","59.78"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","OPV-D2","12472","100","7625","61.14","4852","63.63","2264","29.69","150","3.09","4702","96.91","3312","70.44","78","3.45","2186","96.55","1310","59.93"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","OPV-D3","12472","100","7625","61.14","4852","63.63","2264","29.69","477","9.83","4375","90.17","3235","73.94","276","12.19","1988","87.81","1297","65.24"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","PCV-D1","12472","100","7622","61.11","4849","63.62","2449","32.13","278","5.73","4571","94.27","2933","64.17","207","8.45","2242","91.55","1115","49.73"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","PCV-D2","12472","100","7622","61.11","4849","63.62","2262","29.68","326","6.72","4523","93.28","2905","64.23","234","10.34","2028","89.66","990","48.82"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","PCV-D3","12472","100","7622","61.11","4849","63.62","2262","29.68","413","8.52","4436","91.48","2862","64.52","281","12.42","1981","87.58","975","49.22"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","RV-D1","12472","100","7622","61.11","4849","63.62","2449","32.13","494","10.19","4355","89.81","2771","63.63","306","12.49","2143","87.51","1109","51.75"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","RV-D2","12472","100","7622","61.11","4849","63.62","2262","29.68","589","12.15","4260","87.85","2699","63.36","347","15.34","1915","84.66","973","50.81"
"Burundi","2017","12472","6287","6185","(0, 61)","29","(14, 46)","RV-D3","12472","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Cambodia","2022","8025","4085","3940","(0, 61)","29","(14, 45)","BCG","8025","100","4869","60.67","3221","66.15","1532","31.46","255","7.92","2966","92.08","2389","80.55","148","9.66","1384","90.34","1053","76.08"
"Cambodia","2022","8025","4085","3940","(0, 61)","29","(14, 45)","DTP-D1","8025","100","4818","60.04","3043","63.16","1516","31.47","294","9.66","2749","90.34","2239","81.45","158","10.42","1358","89.58","1046","77.03"
"Cambodia","2022","8025","4085","3940","(0, 61)","29","(14, 45)","DTP-D2","8025","100","4818","60.04","3043","63.16","1373","28.5","404","13.28","2639","86.72","2173","82.34","191","13.91","1182","86.09","924","78.17"
"Cambodia","2022","8025","4085","3940","(0, 61)","29","(14, 45)","DTP-D3","8025","100","4818","60.04","3043","63.16","1373","28.5","550","18.07","2493","81.93","2070","83.03","254","18.5","1119","81.5","879","78.55"
