"country","birth_cohort","total_survey_children","total_male","total_female","age_range","median_age","age_iqr","vaccine","total_countries","no_countries_intro","prop_countries_intro","no_countries_notvax","prop_countries_notvax","coun_w_data","prop_coun_w_data","total_children_intro","prop_children_intro","total_w_data","prop_w_data","total_1ye_buff_intro","prop_1ye_buff_intro","total_2ye_buff_intro","prop_2ye_buff_intro","total_unvax1","prop_unvax1","total_vax1","prop_vax1","total_vax_date_data1","prop_vax_date1","total_unvax2","prop_unvax2","total_vax2","prop_vax2","total_vax_date_data2","prop_vax_date2"
"All","2006","489","254","235","(55, 61)","59","(58, 60)","BCG","3","3","100","0","0","2","67","489","100","214","43.76","214","100","214","100","6","2.8","208","97.2","107","51.44","6","2.8","208","97.2","107","51.44"
"All","2007","6128","3167","2961","(43, 60)","55","(52, 58)","BCG","7","7","100","0","0","6","86","6128","100","4968","81.07","4968","100","4968","100","382","7.69","4586","92.31","2484","54.16","382","7.69","4586","92.31","2484","54.16"
"All","2008","11587","5910","5677","(31, 60)","47","(42, 52)","BCG","12","12","100","0","0","12","100","11587","100","10780","93.04","10780","100","10780","100","1074","9.96","9706","90.04","5482","56.48","1074","9.96","9706","90.04","5482","56.48"
"All","2009","21450","10819","10631","(19, 60)","45","(34, 54)","BCG","17","17","100","0","0","17","100","21450","100","21357","99.57","21357","100","20821","97.49","3171","14.85","18186","85.15","8769","48.22","3093","14.86","17728","85.14","8462","47.73"
"All","2010","31431","15927","15504","(7, 61)","41","(25, 50)","BCG","21","21","100","0","0","17","81","31431","100","30409","96.75","29782","97.94","23469","77.18","4705","15.8","25077","84.2","13130","52.36","4137","17.63","19332","82.37","8920","46.14"
"All","2011","41575","21153","20422","(0, 61)","34","(19, 49)","BCG","28","28","100","0","0","21","75","41575","100","31761","76.39","24874","78.32","19914","62.7","4246","17.07","20628","82.93","10364","50.24","3723","18.7","16191","81.3","7015","43.33"
"All","2012","44962","22560","22402","(0, 61)","33","(18, 47)","BCG","33","33","100","0","0","25","76","44962","100","27578","61.34","22618","82.01","11925","43.24","3916","17.31","18702","82.69","9133","48.83","2112","17.71","9813","82.29","4940","50.34"
"All","2013","54156","27325","26831","(0, 61)","32","(14, 49)","BCG","33","33","100","0","0","22","67","54156","100","33402","61.68","22081","66.11","13710","41.05","3434","15.55","18647","84.45","10407","55.81","2151","15.69","11559","84.31","5500","47.58"
"All","2014","62297","31811","30486","(0, 61)","38","(19, 51)","BCG","38","38","100","0","0","24","63","62297","100","31029","49.81","21956","70.76","10723","34.56","2392","10.89","19564","89.11","11837","60.5","1086","10.13","9637","89.87","4905","50.9"
"All","2015","86955","44131","42824","(0, 61)","43","(25, 52)","BCG","33","33","100","0","0","25","76","86955","100","35271","40.56","23791","67.45","14270","40.46","2357","9.91","21434","90.09","13611","63.5","1642","11.51","12628","88.49","7532","59.65"
"All","2016","91688","47174","44514","(0, 61)","38","(23, 46)","BCG","34","34","100","0","0","30","88","91688","100","42101","45.92","32441","77.06","17990","42.73","4841","14.92","27597","85.07","18375","66.58","3234","17.98","14753","82.01","9274","62.86"
"All","2017","95255","48702","46553","(0, 61)","29","(18, 42)","BCG","29","29","100","0","0","23","79","95255","100","65225","68.47","49679","76.17","31662","48.54","4897","9.86","44766","90.11","33504","74.84","1888","5.96","29758","93.99","22623","76.02"
"All","2018","82221","42015","40206","(0, 55)","20","(13, 33)","BCG","24","24","100","0","0","22","92","82221","100","66759","81.19","47867","71.7","17722","26.55","2818","5.89","45010","94.03","36546","81.2","1259","7.1","16424","92.68","12995","79.12"
"All","2019","63352","32618","30734","(-1, 43)","12","(5, 24)","BCG","16","16","100","0","0","16","100","63352","100","59615","94.1","28415","47.66","11366","19.07","2175","7.65","26213","92.25","20741","79.12","1078","9.48","10261","90.28","7083","69.03"
"All","2020","33035","16953","16082","(-1, 31)","11","(6, 17)","BCG","13","13","100","0","0","13","100","33035","100","31381","94.99","13786","43.93","1930","6.15","1234","8.95","12545","91","9524","75.92","188","9.74","1735","89.9","1104","63.63"
"All","2021","15322","7750","7572","(0, 19)","6","(2, 9)","BCG","10","10","100","0","0","10","100","15322","100","13958","91.1","1890","13.54","0","0","175","9.26","1715","90.74","1318","76.85","0","NaN","0","NaN","0","NaN"
"All","2022","1791","924","867","(0, 6)","2","(1, 3)","BCG","2","2","100","0","0","2","100","1791","100","1791","100","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"All","2006","489","254","235","(55, 61)","59","(58, 60)","DTP-D1","3","3","100","0","0","2","67","489","100","214","43.76","214","100","214","100","19","8.88","195","91.12","111","56.92","19","8.88","195","91.12","111","56.92"
"All","2007","6128","3167","2961","(43, 60)","55","(52, 58)","DTP-D1","7","7","100","0","0","6","86","6128","100","4903","80.01","4903","100","4903","100","583","11.89","4320","88.11","2545","58.91","583","11.89","4320","88.11","2545","58.91"
"All","2008","11587","5910","5677","(31, 60)","47","(42, 52)","DTP-D1","12","12","100","0","0","12","100","11587","100","10594","91.43","10594","100","10594","100","1345","12.7","9249","87.3","5574","60.27","1345","12.7","9249","87.3","5574","60.27"
"All","2009","21450","10819","10631","(19, 60)","45","(34, 54)","DTP-D1","17","17","100","0","0","17","100","21450","100","21162","98.66","21162","100","20391","96.36","3296","15.58","17866","84.42","8579","48.02","3161","15.5","17230","84.5","8145","47.27"
"All","2010","31431","15927","15504","(7, 61)","41","(25, 50)","DTP-D1","21","21","100","0","0","17","81","31431","100","30170","95.99","29291","97.09","22904","75.92","4970","16.97","24321","83.03","12118","49.83","4079","17.81","18825","82.19","8030","42.66"
"All","2011","41575","21153","20422","(0, 61)","34","(19, 49)","DTP-D1","28","28","100","0","0","18","64","41575","100","31284","75.25","23732","75.86","19430","62.11","4049","17.06","19683","82.94","9278","47.14","3633","18.7","15797","81.3","6799","43.04"
"All","2012","44962","22560","22402","(0, 61)","33","(18, 47)","DTP-D1","33","33","100","0","0","21","64","44962","100","26028","57.89","20360","78.22","9941","38.19","3373","16.57","16987","83.43","8726","51.37","1840","18.51","8101","81.49","4089","50.48"
"All","2013","54156","27325","26831","(0, 61)","32","(14, 49)","DTP-D1","33","33","100","0","0","21","64","54156","100","30343","56.03","18516","61.02","10532","34.71","2800","15.12","15716","84.88","10010","63.69","1466","13.92","9066","86.08","5364","59.17"
"All","2014","62297","31811","30486","(0, 61)","38","(19, 51)","DTP-D1","38","38","100","0","0","24","63","62297","100","29572","47.47","20092","67.94","9101","30.78","2257","11.23","17479","86.99","11415","65.31","872","9.58","7873","86.51","4535","57.6"
"All","2015","86955","44131","42824","(0, 61)","43","(25, 52)","DTP-D1","33","33","100","0","0","25","76","86955","100","35060","40.32","23379","66.68","14067","40.12","2706","11.57","19426","83.09","12435","64.01","1807","12.85","11013","78.29","6524","59.24"
"All","2016","91688","47174","44514","(0, 61)","38","(23, 46)","DTP-D1","34","34","100","0","0","30","88","91688","100","41924","45.72","32192","76.79","18821","44.89","5304","16.48","25657","79.7","16066","62.62","3419","18.17","14171","75.29","8007","56.5"
"All","2017","95255","48702","46553","(0, 61)","29","(18, 42)","DTP-D1","29","29","100","0","0","23","79","95255","100","64551","67.77","49579","76.81","31424","48.68","5499","11.09","43289","87.31","27898","64.45","2182","6.94","28451","90.54","18205","63.99"
"All","2018","82221","42015","40206","(0, 55)","20","(13, 33)","DTP-D1","24","24","100","0","0","22","92","82221","100","66173","80.48","46892","70.86","16959","25.63","3423","7.3","43430","92.62","32538","74.92","1448","8.54","15472","91.23","10349","66.89"
"All","2019","63352","32618","30734","(-1, 43)","12","(5, 24)","DTP-D1","16","16","100","0","0","15","94","63352","100","59085","93.26","27624","46.75","10595","17.93","2775","10.05","24822","89.86","18983","76.48","1384","13.06","9184","86.68","6568","71.52"
"All","2020","33035","16953","16082","(-1, 31)","11","(6, 17)","DTP-D1","13","13","100","0","0","12","92","33035","100","30889","93.5","13000","42.09","1838","5.95","1548","11.91","11445","88.04","8992","78.57","206","11.21","1625","88.41","1054","64.86"
"All","2021","15322","7750","7572","(0, 19)","6","(2, 9)","DTP-D1","10","10","100","0","0","9","90","15322","100","13558","88.49","1785","13.17","0","0","169","9.47","1616","90.53","1247","77.17","0","NaN","0","NaN","0","NaN"
"All","2022","1791","924","867","(0, 6)","2","(1, 3)","DTP-D1","2","2","100","0","0","2","100","1791","100","1788","99.83","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"All","2006","489","254","235","(55, 61)","59","(58, 60)","DTP-D2","3","3","100","0","0","2","67","489","100","213","43.56","213","100","213","100","30","14.08","183","85.92","110","60.11","30","14.08","183","85.92","110","60.11"
"All","2007","6128","3167","2961","(43, 60)","55","(52, 58)","DTP-D2","7","7","100","0","0","6","86","6128","100","4873","79.52","4873","100","4873","100","791","16.23","4082","83.77","2531","62","791","16.23","4082","83.77","2531","62"
"All","2008","11587","5910","5677","(31, 60)","47","(42, 52)","DTP-D2","12","12","100","0","0","12","100","11587","100","10525","90.83","10525","100","10525","100","1775","16.86","8750","83.14","5513","63.01","1775","16.86","8750","83.14","5513","63.01"
"All","2009","21450","10819","10631","(19, 60)","45","(34, 54)","DTP-D2","17","17","100","0","0","17","100","21450","100","21076","98.26","21076","100","20289","96.27","4160","19.74","16916","80.26","8392","49.61","3970","19.57","16319","80.43","7968","48.83"
"All","2010","31431","15927","15504","(7, 61)","41","(25, 50)","DTP-D2","21","21","100","0","0","17","81","31431","100","30084","95.71","29191","97.03","22508","74.82","6214","21.29","22977","78.71","12316","53.6","4962","22.05","17546","77.95","8231","46.91"
"All","2011","41575","21153","20422","(0, 61)","34","(19, 49)","DTP-D2","28","28","100","0","0","18","64","41575","100","31191","75.02","23649","75.82","18798","60.27","5095","21.54","18554","78.46","9700","52.28","4321","22.99","14477","77.01","7116","49.15"
"All","2012","44962","22560","22402","(0, 61)","33","(18, 47)","DTP-D2","33","33","100","0","0","21","64","44962","100","25957","57.73","20328","78.31","9857","37.97","4345","21.37","15983","78.63","9186","57.47","2304","23.37","7553","76.63","4657","61.66"
"All","2013","54156","27325","26831","(0, 61)","32","(14, 49)","DTP-D2","33","33","100","0","0","21","64","54156","100","30201","55.77","18511","61.29","10434","34.55","3862","20.86","14649","79.14","9940","67.85","2144","20.55","8290","79.45","5210","62.85"
"All","2014","62297","31811","30486","(0, 61)","38","(19, 51)","DTP-D2","38","38","100","0","0","24","63","62297","100","29564","47.46","20001","67.65","8983","30.38","3431","17.15","16214","81.07","10990","67.78","1341","14.93","7286","81.11","4358","59.81"
"All","2015","86955","44131","42824","(0, 61)","43","(25, 52)","DTP-D2","33","33","100","0","0","25","76","86955","100","35051","40.31","23224","66.26","13970","39.86","3698","15.92","18280","78.71","12052","65.93","2394","17.14","10330","73.94","6316","61.14"
"All","2016","91688","47174","44514","(0, 61)","38","(23, 46)","DTP-D2","34","34","100","0","0","30","88","91688","100","41858","45.65","32037","76.54","18558","44.34","6749","21.07","24060","75.1","16507","68.61","4179","22.52","13151","70.86","8673","65.95"
"All","2017","95255","48702","46553","(0, 61)","29","(18, 42)","DTP-D2","29","29","100","0","0","23","79","95255","100","64494","67.71","49268","76.39","31080","48.19","7161","14.53","41322","83.87","31773","76.89","3042","9.79","27253","87.69","21153","77.62"
"All","2018","82221","42015","40206","(0, 55)","20","(13, 33)","DTP-D2","24","24","100","0","0","22","92","82221","100","66128","80.43","46544","70.38","16780","25.38","4674","10.04","41831","89.87","34444","82.34","1801","10.73","14940","89.03","12178","81.51"
"All","2019","63352","32618","30734","(-1, 43)","12","(5, 24)","DTP-D2","16","16","100","0","0","15","94","63352","100","59048","93.21","27379","46.37","10377","17.57","3570","13.04","23782","86.86","19326","81.26","1775","17.11","8575","82.63","6295","73.41"
"All","2020","33035","16953","16082","(-1, 31)","11","(6, 17)","DTP-D2","13","13","100","0","0","12","92","33035","100","30881","93.48","12753","41.3","1783","5.77","1996","15.65","10750","84.29","8565","79.67","258","14.47","1518","85.14","1012","66.67"
"All","2021","15322","7750","7572","(0, 19)","6","(2, 9)","DTP-D2","10","10","100","0","0","9","90","15322","100","13558","88.49","1726","12.73","0","0","228","13.21","1498","86.79","1178","78.64","0","NaN","0","NaN","0","NaN"
"All","2022","1791","924","867","(0, 6)","2","(1, 3)","DTP-D2","2","2","100","0","0","2","100","1791","100","1788","99.83","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"All","2006","489","254","235","(55, 61)","59","(58, 60)","DTP-D3","3","3","100","0","0","2","67","489","100","213","43.56","213","100","213","100","52","24.41","161","75.59","107","66.46","52","24.41","161","75.59","107","66.46"
"All","2007","6128","3167","2961","(43, 60)","55","(52, 58)","DTP-D3","7","7","100","0","0","6","86","6128","100","4872","79.5","4872","100","4872","100","1136","23.32","3736","76.68","2474","66.22","1136","23.32","3736","76.68","2474","66.22"
"All","2008","11587","5910","5677","(31, 60)","47","(42, 52)","DTP-D3","12","12","100","0","0","12","100","11587","100","10504","90.65","10504","100","10504","100","2597","24.72","7907","75.28","5328","67.38","2597","24.72","7907","75.28","5328","67.38"
"All","2009","21450","10819","10631","(19, 60)","45","(34, 54)","DTP-D3","17","17","100","0","0","17","100","21450","100","21038","98.08","21038","100","20241","96.21","5793","27.54","15245","72.46","8042","52.75","5545","27.39","14696","72.61","7631","51.93"
"All","2010","31431","15927","15504","(7, 61)","41","(25, 50)","DTP-D3","21","21","100","0","0","17","81","31431","100","30051","95.61","29147","96.99","22478","74.8","8380","28.75","20767","71.25","11900","57.3","6681","29.72","15797","70.28","7989","50.57"
"All","2011","41575","21153","20422","(0, 61)","34","(19, 49)","DTP-D3","28","28","100","0","0","18","64","41575","100","31154","74.93","23616","75.8","18785","60.3","6936","29.37","16680","70.63","9350","56.06","5829","31.03","12956","68.97","6883","53.13"
"All","2012","44962","22560","22402","(0, 61)","33","(18, 47)","DTP-D3","33","33","100","0","0","21","64","44962","100","25878","57.56","20299","78.44","9857","38.09","5983","29.47","14316","70.53","8808","61.53","3078","31.23","6779","68.77","4522","66.71"
