"country","vaccine","median","iqr","mean","sd","range","quan_01","quan_05","quan_15","quan_25","quan_50","quan_75","quan_85","quan_95","quan_99"
"Madagascar","IPV-D1",3,"(1, 7)",6.5,"(10.48)","(-9, 113)",-3,-1,0,1,3,7,11,27,53
"Madagascar","MCV-D1",2,"(-2, 5)",4,"(12.29)","(-36, 93)",-22.6,-6,-2,-2,2,5,9,26,58
"Madagascar","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","HepB-D1",2,"(0, 4)",3.5,"(8.43)","(-7, 121)",-4,-2,-1,0,2,4,6,16,50.8
"Madagascar","HepB-D2",3,"(1, 5)",4.8,"(9.55)","(-9, 140)",-4,-2,0,1,3,5,8,19,51.4
"Madagascar","HepB-D3",3,"(1, 7)",6,"(9.93)","(-9, 113)",-3,-1,0,1,3,7,10,22,53
"Madagascar","Hib-D1",2,"(0, 4)",3.5,"(8.43)","(-7, 121)",-4,-2,-1,0,2,4,6,16,50.8
"Madagascar","Hib-D2",3,"(1, 5)",4.8,"(9.55)","(-9, 140)",-4,-2,0,1,3,5,8,19,51.4
"Madagascar","Hib-D3",3,"(1, 7)",6,"(9.93)","(-9, 113)",-3,-1,0,1,3,7,10,22,53
"Madagascar","PCV-D1",2,"(0, 4)",3.5,"(8.46)","(-7, 121)",-4,-2,-1,0,2,4,6,16,50.9
"Madagascar","PCV-D2",3,"(1, 5)",4.8,"(9.54)","(-9, 140)",-4,-2,0,1,3,5,8,19,51.4
"Madagascar","PCV-D3",3,"(1, 7)",6,"(9.86)","(-9, 113)",-3,-1,0,1,3,7,10,22,53
"Madagascar","RV-D1",2,"(0, 4)",3.5,"(8.42)","(-7, 121)",-4,-2,-1,0,2,4,6,15,50.9
"Madagascar","RV-D2",3,"(1, 5)",4.8,"(9.53)","(-9, 140)",-4,-2,0,1,3,5,8,19,51.5
"Madagascar","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malawi","BCG",2,"(0, 4)",3.9,"(9.38)","(-2, 107)",-2,-1,0,0,2,4,6,13,52.2
"Malawi","DTP-D1",2,"(0, 4)",3.3,"(7.61)","(-8, 117)",-5,-2,-1,0,2,4,5,11,51
"Malawi","DTP-D2",3,"(1, 5)",4.9,"(8.5)","(-8, 112)",-4,-1,0,1,3,5,8,16,52
"Malawi","DTP-D3",4,"(2, 8)",7.2,"(10.6)","(-13, 113)",-3,-1,1,2,4,8,12,25,56
"Malawi","OPV-BD",1,"(0, 2)",2.3,"(6.44)","(-2, 112)",-2,-1,-1,0,1,2,4,9,38.7
"Malawi","OPV-D1",2,"(0, 5)",4,"(8.04)","(-8, 117)",-5,-2,0,0,2,5,7,14,52
"Malawi","OPV-D2",4,"(2, 8)",6.1,"(9.28)","(-9, 117)",-3,-1,0,2,4,8,11,21,52.7
"Malawi","OPV-D3",5,"(3, 11)",9,"(11.59)","(-13, 115)",-3,0,1,3,5,11,16.7,30,59
"Malawi","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malawi","MCV-D1",4,"(1, 7)",4.6,"(11.13)","(-41, 109)",-31,-5,0,1,4,7,10,19,53.2
"Malawi","MCV-D2",7,"(-7.5, 21)",5.9,"(23.38)","(-63, 76)",-54,-30,-20.1,-7.5,7,21,28,37,61.7
"Malawi","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malawi","HepB-D1",2,"(0, 4)",3.3,"(7.61)","(-8, 117)",-5,-2,-1,0,2,4,5,11,51
"Malawi","HepB-D2",3,"(1, 5)",4.9,"(8.5)","(-8, 112)",-4,-1,0,1,3,5,8,16,52
"Malawi","HepB-D3",4,"(2, 8)",7.2,"(10.6)","(-13, 113)",-3,-1,1,2,4,8,12,25,56
"Malawi","Hib-D1",2,"(0, 4)",3.3,"(7.61)","(-8, 117)",-5,-2,-1,0,2,4,5,11,51
"Malawi","Hib-D2",3,"(1, 5)",4.9,"(8.5)","(-8, 112)",-4,-1,0,1,3,5,8,16,52
"Malawi","Hib-D3",4,"(2, 8)",7.2,"(10.6)","(-13, 113)",-3,-1,1,2,4,8,12,25,56
"Malawi","PCV-D1",2,"(0, 4)",3.4,"(7.5)","(-8, 117)",-5,-2,0,0,2,4,6,12,51
"Malawi","PCV-D2",3,"(1, 6)",5,"(8.24)","(-8, 80)",-3.1,-1,0,1,3,6,8,17,52
"Malawi","PCV-D3",4,"(2, 9)",7.5,"(10.53)","(-13, 112)",-3,-1,1,2,4,9,13,25,56
"Malawi","RV-D1",2,"(0, 4)",3.5,"(7.52)","(-8, 80)",-4,-1,0,0,2,4,6,11,52
"Malawi","RV-D2",3,"(1, 6)",5.6,"(9.85)","(-8, 114)",-3,-1,0,1,3,6,9,19,56
"Malawi","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maldives","BCG",0,"(-1, 1)",0.7,"(3.88)","(-2, 55)",-2,-2,-1,-1,0,1,2,2,10
"Maldives","DTP-D1",1,"(-1, 2)",1,"(4.19)","(-11, 52)",-8,-2,-1,-1,1,2,3,5,10
"Maldives","DTP-D2",1,"(0, 3)",2.2,"(4.86)","(-10, 56)",-5.4,-1,0,0,1,3,4,7,15
"Maldives","DTP-D3",1,"(0, 3)",2.4,"(5.32)","(-10, 56)",-6,-1,0,0,1,3,5,8,19
"Maldives","OPV-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maldives","OPV-D1",1,"(-1, 2)",1.3,"(5.7)","(-11, 58)",-10,-8,-1,-1,1,2,4,10,15.5
"Maldives","OPV-D2",1,"(0, 4)",2.4,"(6.11)","(-10, 58)",-10,-7,-1,0,1,4,5,11,19.3
"Maldives","OPV-D3",1,"(0, 3)",2.1,"(7.35)","(-11, 104)",-10,-7,-1,0,1,3,5,9,40.6
"Maldives","IPV-D1",1,"(0, 3)",1.5,"(8.04)","(-28, 71)",-24.6,-15,-1,0,1,3,5,9,26.5
"Maldives","MCV-D1",2,"(0, 4)",2,"(6.98)","(-41, 55)",-20.9,-2,0,0,2,4,5,8,31.2
"Maldives","MCV-D2",3,"(1, 5)",2.8,"(8.46)","(-42, 60)",-37,-1,1,1,3,5,6,11,21.6
"Maldives","HepB-BD",0,"(-1, 1)",0.9,"(4.39)","(-2, 56)",-2,-2,-1,-1,0,1,2,3,13.4
"Maldives","HepB-D1",1,"(-1, 2)",1,"(4.19)","(-11, 52)",-8,-2,-1,-1,1,2,3,5,10
"Maldives","HepB-D2",1,"(0, 3)",2.2,"(4.86)","(-10, 56)",-5.4,-1,0,0,1,3,4,7,15
"Maldives","HepB-D3",1,"(0, 3)",2.4,"(5.32)","(-10, 56)",-6,-1,0,0,1,3,5,8,19
"Maldives","Hib-D1",1,"(-1, 2)",1,"(4.19)","(-11, 52)",-8,-2,-1,-1,1,2,3,5,10
"Maldives","Hib-D2",1,"(0, 3)",2.2,"(4.86)","(-10, 56)",-5.4,-1,0,0,1,3,4,7,15
"Maldives","Hib-D3",1,"(0, 3)",2.4,"(5.32)","(-10, 56)",-6,-1,0,0,1,3,5,8,19
"Maldives","PCV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maldives","PCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maldives","PCV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maldives","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maldives","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maldives","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","BCG",3,"(1, 8)",6.5,"(10.25)","(-2, 120)",-2,-1,1,1,3,8,11,24,51
"Mali","DTP-D1",2,"(0, 6)",5.3,"(9.99)","(-8, 103)",-5,-2,0,0,2,6,10,24,50.6
"Mali","DTP-D2",4,"(2, 9)",7.6,"(10.89)","(-11, 104)",-4,-1,0,2,4,9,15,29,53.1
"Mali","DTP-D3",6,"(3, 13)",10.4,"(12.78)","(-12, 108)",-5,-1,1,3,6,13,19,36,56
"Mali","OPV-BD",2,"(1, 5)",4.9,"(9.13)","(-2, 125)",-2,-1,0,1,2,5,9,18,44.9
"Mali","OPV-D1",2,"(0, 6)",5.1,"(9.77)","(-8, 103)",-5,-2,-1,0,2,6,10,23,49.7
"Mali","OPV-D2",4,"(2, 9)",7.4,"(10.95)","(-11, 104)",-5,-2,0,2,4,9,15,29,53.3
"Mali","OPV-D3",6,"(3, 13)",10.2,"(13.22)","(-14, 117)",-7.8,-2,1,3,6,13,19,36,57.8
"Mali","IPV-D1",5,"(0, 13)",7.3,"(13.91)","(-15, 100)",-14,-12,-6,0,5,13,18,32,58.4
"Mali","MCV-D1",2,"(-1.5, 6)",2.9,"(11.71)","(-38, 87)",-24,-15,-4,-1.5,2,6,10,23,45.5
"Mali","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","HepB-D1",2,"(0, 6)",5.3,"(9.99)","(-8, 103)",-5,-2,0,0,2,6,10,24,50.6
"Mali","HepB-D2",4,"(2, 9)",7.6,"(10.89)","(-11, 104)",-4,-1,0,2,4,9,15,29,53.1
"Mali","HepB-D3",6,"(3, 13)",10.4,"(12.78)","(-12, 108)",-5,-1,1,3,6,13,19,36,56
"Mali","Hib-D1",2,"(0, 6)",5.3,"(9.99)","(-8, 103)",-5,-2,0,0,2,6,10,24,50.6
"Mali","Hib-D2",4,"(2, 9)",7.6,"(10.89)","(-11, 104)",-4,-1,0,2,4,9,15,29,53.1
"Mali","Hib-D3",6,"(3, 13)",10.4,"(12.78)","(-12, 108)",-5,-1,1,3,6,13,19,36,56
"Mali","PCV-D1",3,"(0, 6)",5.4,"(10.45)","(-8, 121)",-5,-2,0,0,3,6,10,23,49.1
"Mali","PCV-D2",4,"(2, 9)",7.9,"(11.26)","(-11, 109)",-4,-1,1,2,4,9,15,29,55.5
"Mali","PCV-D3",7,"(3, 14)",10.5,"(12.54)","(-12, 119)",-4,0,2,3,7,14,19,35,56.1
"Mali","RV-D1",3,"(0.75, 7)",6.1,"(10.4)","(-8, 103)",-4.6,-2,0,0.8,3,7,13,25,49
"Mali","RV-D2",5,"(2, 11)",8.5,"(11.44)","(-11, 104)",-3.4,-1,1,2,5,11,17,31,54.4
"Mali","RV-D3",7,"(3, 15)",11.4,"(12.85)","(-12, 105)",-4,0,2,3,7,15,22,36.4,57.6
"Mauritania","BCG",2,"(0, 5)",5.8,"(13.35)","(-2, 128)",-2,-1,0,0,2,5,9,30,59.7
"Mauritania","DTP-D1",2,"(0, 4)",5.1,"(12.83)","(-8, 115)",-5,-3,-1,0,2,4,9,30.2,59
"Mauritania","DTP-D2",4,"(2, 8)",7.7,"(13.47)","(-8, 126)",-6,-2,0,2,4,8,12.2,34.4,64.4
"Mauritania","DTP-D3",7,"(3, 16)",11.6,"(14.76)","(-10, 126)",-5.1,-1,2,3,7,16,20,44.3,68.1
"Mauritania","OPV-BD",1,"(0, 3)",4.1,"(10.72)","(-2, 112)",-2,-2,-1,0,1,3,7,20,57.7
"Mauritania","OPV-D1",1,"(-1, 4)",4.3,"(11.2)","(-8, 115)",-6,-3,-1,-1,1,4,8,23.8,54.8
"Mauritania","OPV-D2",4,"(1, 8)",7.2,"(13.13)","(-12, 126)",-8,-3,0,1,4,8,11.3,35,61
"Mauritania","OPV-D3",6,"(3, 16)",10.7,"(14.15)","(-16, 109)",-12,-3,1,3,6,16,20,39,63.7
"Mauritania","IPV-D1",6,"(2, 14)",11.1,"(16.79)","(-13, 110)",-10,-5,0,2,6,14,22,48,73.8
"Mauritania","MCV-D1",2,"(-1.75, 8)",5.9,"(15.35)","(-35, 97)",-23,-7.8,-5,-1.8,2,8,17,35,62.5
"Mauritania","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","HepB-BD",1,"(0, 3)",4.2,"(11.91)","(-2, 112)",-2,-2,-1,0,1,3,6,25.8,56.6
"Mauritania","HepB-D1",2,"(0, 4)",5.1,"(12.83)","(-8, 115)",-5,-3,-1,0,2,4,9,30.2,59
"Mauritania","HepB-D2",4,"(2, 8)",7.7,"(13.47)","(-8, 126)",-6,-2,0,2,4,8,12.2,34.4,64.4
"Mauritania","HepB-D3",7,"(3, 16)",11.6,"(14.76)","(-10, 126)",-5.1,-1,2,3,7,16,20,44.3,68.1
"Mauritania","Hib-D1",2,"(0, 4)",5.1,"(12.83)","(-8, 115)",-5,-3,-1,0,2,4,9,30.2,59
"Mauritania","Hib-D2",4,"(2, 8)",7.7,"(13.47)","(-8, 126)",-6,-2,0,2,4,8,12.2,34.4,64.4
"Mauritania","Hib-D3",7,"(3, 16)",11.6,"(14.76)","(-10, 126)",-5.1,-1,2,3,7,16,20,44.3,68.1
"Mauritania","PCV-D1",2,"(0, 4)",5.6,"(14.02)","(-8, 115)",-5,-3,-1,0,2,4,9,36.9,62.4
"Mauritania","PCV-D2",4,"(2, 8)",8,"(14.27)","(-8, 126)",-5,-2,0,2,4,8,13,36.8,68
"Mauritania","PCV-D3",7,"(3, 17)",11.9,"(14.61)","(-9, 109)",-4.4,-1,2,3,7,17,20,43.1,66.4
"Mauritania","RV-D1",2,"(0, 5)",6.5,"(15.19)","(-8, 115)",-5.1,-3,-1,0,2,5,11,40,66
"Mauritania","RV-D2",4,"(2, 9)",9.4,"(16.48)","(-8, 126)",-5,-2,0,2,4,9,16,46,85.8
"Mauritania","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","BCG",11,"(7, 12)",13.4,"(14.78)","(-2, 199)",0,3,7,7,11,12,16,29,69
"Myanmar","DTP-D1",2,"(-1, 6)",5.1,"(14.74)","(-10, 190)",-7,-2,-2,-1,2,6,7,19,64
"Myanmar","DTP-D2",3,"(-1, 7)",5,"(12.79)","(-14, 164)",-8.1,-6,-1,-1,3,7,11,20,59.1
"Myanmar","DTP-D3",3,"(-1, 7)",4.6,"(12.37)","(-24, 124)",-12.8,-10,-5,-1,3,7,11,21.8,58.6
"Myanmar","OPV-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","OPV-D1",2,"(-1, 6)",5,"(14.61)","(-10, 190)",-7,-2,-2,-1,2,6,7,19,64
"Myanmar","OPV-D2",3,"(-1, 7)",4.9,"(13.04)","(-14, 164)",-9,-6,-2,-1,3,7,10.1,20,60
"Myanmar","OPV-D3",3,"(-1, 7)",4.6,"(14.36)","(-24, 223)",-12.8,-10,-5,-1,3,7,11,23.8,59
"Myanmar","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","MCV-D1",3,"(2, 7)",6.8,"(14.09)","(-32, 160)",-10,-2,-1,2,3,7,12,30,58.4
"Myanmar","MCV-D2",4,"(0, 8)",4.9,"(12.03)","(-40, 87)",-31.3,-8.5,-1,0,4,8,12,22,53.2
"Myanmar","HepB-BD",2,"(0, 11)",7.2,"(14.98)","(-2, 146)",-2,-1.2,-1,0,2,11,12,21,66.4
"Myanmar","HepB-D1",2,"(-1, 6)",4.9,"(13.54)","(-10, 190)",-7,-2,-2,-1,2,6,7,19.3,60
"Myanmar","HepB-D2",3,"(-1, 7)",5.1,"(12.39)","(-14, 144)",-9,-6,-1,-1,3,7,11,20,60
"Myanmar","HepB-D3",3,"(-1, 7)",4.9,"(12.1)","(-24, 124)",-14,-10,-2,-1,3,7,11,24.4,55.5
"Myanmar","Hib-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","Hib-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","Hib-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","PCV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","PCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","PCV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","BCG",1,"(-1, 2)",1.1,"(5.09)","(-2, 105)",-2,-2,-1,-1,1,2,2,5,16
"Namibia","DTP-D1",1,"(-1, 2)",1.8,"(7.01)","(-7, 117)",-5,-2,-1,-1,1,2,3,8,35
"Namibia","DTP-D2",1,"(0, 3)",3,"(8.46)","(-6, 117)",-3,-2,-1,0,1,3,5,11,50.3
"Namibia","DTP-D3",2,"(0, 4)",5.3,"(12.31)","(-9, 129)",-3,-1,0,0,2,4,8,27,67.1
"Namibia","OPV-BD",1,"(-1, 2)",1.2,"(4.58)","(-2, 83)",-2,-2,-1,-1,1,2,2,6,16
"Namibia","OPV-D1",1,"(-1, 2)",1.8,"(6.73)","(-7, 117)",-4,-2,-1,-1,1,2,3,7,28
"Namibia","OPV-D2",1,"(0, 3)",2.9,"(8.27)","(-6, 117)",-3,-2,-1,0,1,3,5,11,48
"Namibia","OPV-D3",2,"(0, 4)",5.3,"(12.2)","(-9, 129)",-3,-1,0,0,2,4,8,26.4,65
"Namibia","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","MCV-D1",1,"(0, 3)",6.8,"(22.93)","(-39, 197)",-22,-5,-1,0,1,3,9,51,125
"Namibia","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","HepB-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","HepB-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","HepB-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","Hib-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","Hib-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","Hib-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","PCV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","PCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","PCV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","BCG",3,"(1, 9)",7.9,"(14.12)","(-2, 195)",-2,-1,0,1,3,9,14,33,64
"Niger","DTP-D1",3,"(0, 7)",6.3,"(12.56)","(-8, 167)",-5,-3,-1,0,3,7,12,27,58
"Niger","DTP-D2",5,"(2, 11)",9.2,"(14.3)","(-9, 166)",-4,-1,1,2,5,11,18,35,65
"Niger","DTP-D3",7,"(3, 16)",12.1,"(15.56)","(-11, 206)",-3,-1,2,3,7,16,24,43,71
"Niger","OPV-BD",2,"(1, 6)",5.2,"(10.93)","(-2, 170)",-2,-1,0,1,2,6,9,20,53.4
"Niger","OPV-D1",3,"(0, 7)",6.3,"(12.96)","(-8, 169)",-5,-3,-1,0,3,7,12,27,59.3
"Niger","OPV-D2",5,"(2, 11)",9.2,"(14.06)","(-10, 166)",-4,-1,1,2,5,11,18,35,64.2
"Niger","OPV-D3",7,"(3, 16)",12.1,"(15.33)","(-13, 206)",-3,-1,2,3,7,16,24,42,70
"Niger","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","MCV-D1",3,"(0, 10)",8,"(18.54)","(-41, 159)",-22,-10,-2,0,3,10,19,43,85.8
"Niger","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","HepB-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","HepB-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","HepB-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","Hib-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","Hib-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","Hib-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","PCV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","PCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","PCV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nigeria","BCG",2,"(1, 5)",5.7,"(11.06)","(-2, 140)",-2,-1,0,1,2,5,9,26,54
"Nigeria","DTP-D1",2,"(0, 5)",5.1,"(11.24)","(-7, 134)",-4,-2,-1,0,2,5,9,27,55.6
"Nigeria","DTP-D2",2,"(0, 7)",6.3,"(11.74)","(-7, 112)",-4,-2,-1,0,2,7,12,31.2,56
"Nigeria","DTP-D3",3,"(1, 9)",7.9,"(13.22)","(-9, 132)",-4,-2,0,1,3,9,16,36,60
"Nigeria","OPV-BD",2,"(0, 4)",3.8,"(9)","(-2, 140)",-2,-1,0,0,2,4,5,14,51
"Nigeria","OPV-D1",2,"(0, 4)",4.7,"(10.58)","(-8, 106)",-5,-2,-1,0,2,4,8,25,53
"Nigeria","OPV-D2",2,"(0, 6)",6,"(11.95)","(-7, 112)",-4,-2,-1,0,2,6,12,31,57
"Nigeria","OPV-D3",3,"(1, 9)",7.5,"(13.09)","(-11, 123)",-8,-2,0,1,3,9,15,36,60
"Nigeria","IPV-D1",12,"(9, 20)",17.2,"(14.17)","(-6, 131)",1,6,8,9,12,20,28,46,74.4
"Nigeria","MCV-D1",2,"(0, 6)",5.1,"(13.18)","(-38, 98)",-21.4,-7,-1,0,2,6,12,32,60
"Nigeria","MCV-D2",-11,"(-23, 4)",-6.2,"(20.56)","(-44, 80)",-35.8,-28.9,-25,-23,-11,4,16.7,34,59.1
"Nigeria","HepB-BD",2,"(0, 3)",3.7,"(8.52)","(-2, 117)",-2,-1,0,0,2,3,5,15,51
"Nigeria","HepB-D1",2,"(0, 5)",5.1,"(11.24)","(-7, 134)",-4,-2,-1,0,2,5,9,27,55.6
"Nigeria","HepB-D2",2,"(0, 7)",6.3,"(11.74)","(-7, 112)",-4,-2,-1,0,2,7,12,31.2,56
"Nigeria","HepB-D3",3,"(1, 9)",7.9,"(13.22)","(-9, 132)",-4,-2,0,1,3,9,16,36,60
"Nigeria","Hib-D1",2,"(0, 5)",5.1,"(11.24)","(-7, 134)",-4,-2,-1,0,2,5,9,27,55.6
"Nigeria","Hib-D2",2,"(0, 7)",6.3,"(11.74)","(-7, 112)",-4,-2,-1,0,2,7,12,31.2,56
"Nigeria","Hib-D3",3,"(1, 9)",7.9,"(13.22)","(-9, 132)",-4,-2,0,1,3,9,16,36,60
"Nigeria","PCV-D1",2,"(0, 7)",6.3,"(12.49)","(-8, 134)",-4,-2,-1,0,2,7,13,32,57
"Nigeria","PCV-D2",3,"(1, 8)",7.5,"(12.63)","(-7, 112)",-3,-2,0,1,3,8,16,35,58
"Nigeria","PCV-D3",4,"(1, 11)",9.1,"(14.13)","(-10, 128)",-3,-1,0,1,4,11,20,38,66.7
"Nigeria","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nigeria","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nigeria","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","BCG",2,"(1, 4)",4,"(8.46)","(-2, 96)",-2,-1,0,1,2,4,6,14,51
"Pakistan","DTP-D1",2,"(0, 4)",4.2,"(8.86)","(-8, 89)",-4.4,-2,0,0,2,4,7,17,52
"Pakistan","DTP-D2",4,"(2, 7)",6.5,"(10.51)","(-7, 103)",-3.1,-1,0,2,4,7,11,24.6,56
"Pakistan","DTP-D3",5,"(2, 10)",8.8,"(11.87)","(-6, 107)",-3,0,1,2,5,10,16,32,58.1
